match_id,match_type,teams,date,city,venue,has_innings_data,innings_count,total_deliveries
668969,T20,Sri Lanka|New Zealand,2013-11-21,,Pallekele International Cricket Stadium,True,2,228
1459891,T20,India|West Indies,2024-12-15,Navi Mumbai,"Dr DY Patil Sports Academy, Navi Mumbai",True,2,249
1327233,T20,Pakistan|England,2022-09-30,Lahore,"Gaddafi Stadium, Lahore",True,2,211
1144173,T20,South Africa|Sri Lanka,2019-03-22,Centurion,SuperSport Park,True,2,248
1443772,T20,Malta|Guernsey,2024-08-22,Castel,"King George V Sports Ground, Castel",True,2,209
1457233,T20,Bahrain|Cambodia,2024-11-26,Doha,University of Doha for Science and Technology,True,2,220
1384588,T20,France|Malta,2023-07-12,Marsa,Marsa Sports Club,True,2,239
567354,T20,South Africa|New Zealand,2012-12-23,East London,Buffalo Park,True,2,235
1334416,T20,West Indies|New Zealand,2022-10-01,North Sound,"Sir Vivian Richards Stadium, North Sound, Antigua",True,2,250
1393317,T20,Uganda|Tanzania,2023-08-28,Kigali City,"Gahanga International Cricket Stadium, Rwanda",True,2,240
1449304,T20,India|South Africa,2024-11-15,Johannesburg,"The Wanderers Stadium, Johannesburg",True,2,249
1394802,T20,Fiji|Japan,2023-09-04,Port Vila,Vanuatu Cricket Ground (Oval 2),True,2,219
1384550,T20,Scotland|Netherlands,2023-07-15,Utrecht,"Sportpark Maarschalkerweerd, Utrecht",True,2,224
1450200,T20,Austria|Denmark,2024-09-14,Koge,Koge Cricket Club,True,2,270
1187720,T20,New Zealand|South Africa,2020-02-10,Wellington,Basin Reserve,True,2,229
1440443,T20,Indonesia|Bhutan,2024-07-02,Bali,Udayana Cricket Ground,True,2,221
1451293,T20,Greece|Spain,2024-09-22,Corfu,"Marina Ground, Corfu",True,2,236
1173056,T20,India|New Zealand,2020-02-27,Melbourne,Junction Oval,True,2,244
659545,T20,Zimbabwe|Pakistan,2013-08-23,,Harare Sports Club,True,2,253
1275115,T20,Uganda|Nigeria,2021-09-11,Gaborone,"Botswana Cricket Association Oval 2, Gaborone",True,2,222
1275128,T20,Botswana|Tanzania,2021-09-16,Gaborone,"Botswana Cricket Association Oval 1, Gaborone",True,2,190
1447495,T20,Myanmar|Singapore,2024-09-09,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",True,2,139
907385,T20,South Africa|England,2016-02-21,Johannesburg,New Wanderers Stadium,True,2,215
1383109,T20,Myanmar|China,2023-07-31,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",True,2,242
1383108,T20,Bhutan|Thailand,2023-07-31,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",True,2,188
1435618,T20,Rwanda|Cameroon,2024-05-30,Kigali City,"Gahanga International Cricket Stadium, Rwanda",True,2,208
1243020,T20,Pakistan|South Africa,2021-02-13,Lahore,Gaddafi Stadium,True,2,225
1423373,T20,Oman|Papua New Guinea,2024-03-07,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),True,2,239
1192877,T20,Sri Lanka|New Zealand,2019-09-06,Kandy,Pallekele International Cricket Stadium,True,2,225
1283023,T20,Seychelles|Ghana,2021-10-16,Kigali City,Gahanga International Cricket Stadium. Rwanda,True,2,185
1476163,T20,Uganda|Namibia,2025-03-14,Entebbe,Entebbe Cricket Oval,True,2,220
1202252,T20,West Indies|India,2019-11-09,Gros Islet,"Darren Sammy National Cricket Stadium, St Lucia",True,2,247
1133819,T20,Sri Lanka|Bangladesh,2018-03-10,Colombo,"R.Premadasa Stadium, Khettarama",True,2,252
1197064,T20,Namibia|United States of America,2019-09-07,Arbroath,Lochlands,True,2,254
1399145,T20,Maldives|Saudi Arabia,2023-10-02,Doha,"West End Park International Cricket Stadium, Doha",True,2,164
1422038,T20,Netherlands|Nepal,2024-02-28,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",True,2,251
1426049,T20,Zimbabwe|Papua New Guinea,2024-03-31,Harare,Harare Sports Club,True,4,268
1394794,T20,Papua New Guinea|Vanuatu,2023-09-01,Port Vila,Vanuatu Cricket Ground,True,2,240
1339558,T20,Spain|Sweden,2022-11-14,Almeria,"Desert Springs Cricket Ground, Almeria",True,2,265
1287773,T20,Pakistan|West Indies,2021-12-13,Karachi,"National Stadium, Karachi",True,2,244
1452624,T20,Serbia|Gibraltar,2024-09-30,Gibraltar,Europa Sports Complex,True,2,210
1314898,T20,Nepal|Uganda,2022-05-17,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",True,2,253
1335796,T20,Thailand|United Arab Emirates,2022-10-07,Sylhet,Sylhet International Cricket Stadium,True,2,248
1120095,T20,India|New Zealand,2017-11-07,Thiruvananthapuram,Greenfield International Stadium,True,2,99
412680,T20,Bangladesh|Pakistan,2010-05-01,St Lucia,"Beausejour Stadium, Gros Islet",True,2,245
1339606,T20,West Indies|South Africa,2023-03-28,Johannesburg,"The Wanderers Stadium, Johannesburg",True,2,258
1230856,T20,England|West Indies,2020-09-23,Derby,County Ground,True,2,247
1464722,T20,Gibraltar|Jersey,2024-12-15,Gibraltar,Europa Sports Complex,True,2,194
1453518,T20,Nepal|United States of America,2024-10-17,Dallas,"Grand Prairie Stadium, Dallas",True,2,248
1394774,T20,Kuwait|Myanmar,2023-09-06,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",True,2,258
1478412,T20,Portugal|Norway,2025-04-08,Albergaria,Santarem Cricket Ground,True,2,285
1317639,T20,Pakistan|Australia,2022-07-23,Bready,"Bready Cricket Club, Magheramason, Bready",True,2,153
1267322,T20,West Indies|Pakistan,2021-06-30,North Sound,"Sir Vivian Richards Stadium, North Sound, Antigua",True,2,248
543883,T20,Kenya|Ireland,2012-02-22,,Mombasa Sports Club Ground,True,2,220
1275275,T20,Romania|Malta,2021-09-04,Ilfov County,"Moara Vlasiei Cricket Ground, Ilfov County",True,2,263
1407714,T20,Cambodia|Indonesia,2023-11-20,Bali,Udayana Cricket Ground,True,2,236
1327507,T20,India|South Africa,2022-10-02,Guwahati,"Barsapara Cricket Stadium, Guwahati",True,2,258
1273143,T20,Rwanda|Ghana,2021-08-20,Kigali City,Gahanga International Cricket Stadium. Rwanda,True,2,232
1459718,T20,Costa Rica|Mexico,2024-11-16,Naucalpan,"Reforma Athletic Club, Naucalpan",True,2,232
1405318,T20,Bahrain|Hong Kong,2023-10-31,Kathmandu,Mulpani Cricket Ground,True,2,250
538068,T20,Bangladesh|Pakistan,2011-11-29,Mirpur,Shere Bangla National Stadium,True,2,251
1446774,T20,Hong Kong|Kuwait,2024-08-24,Kuala Lumpur,"Selangor Turf Club, Kuala Lumpur",True,2,242
1411265,T20,Kenya|Tanzania,2023-12-11,Entebbe,Entebbe Cricket Oval,True,2,88
683015,T20,Australia|England,2014-04-06,Mirpur,Shere Bangla National Stadium,True,2,218
1321474,T20,Papua New Guinea|Hong Kong,2022-07-14,Bulawayo,Bulawayo Athletic Club,True,2,249
1438092,T20,Croatia|Gibraltar,2024-06-15,Prague,"Scott Page Field, Vinor",True,2,290
569239,T20,New Zealand|England,2013-02-15,Wellington,Westpac Stadium,True,2,197
1408103,T20,Ireland|Zimbabwe,2023-12-07,Harare,Harare Sports Club,True,2,244
648681,T20,South Africa|Australia,2014-03-12,Durban,Kingsmead,True,2,88
1271446,T20,Norway|France,2021-08-05,Krefeld,Bayer Uerdingen Cricket Ground,True,2,250
1450774,T20,Japan|Philippines,2024-10-02,Incheon,"Yeonhui Cricket Ground, Incheon",True,2,245
1126721,T20,England|South Africa,2018-06-20,Taunton,The Cooper Associates County Ground,True,2,242
1462907,T20,Panama|Mexico,2024-12-15,Buenos Aires,"Hurlingham Club Ground, Buenos Aires",True,2,217
1273716,T20,Scotland|Papua New Guinea,2021-10-19,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),True,2,243
1453931,T20,Rwanda|Mozambique,2024-10-23,Nairobi,"Gymkhana Club Ground, Nairobi",True,2,220
1327506,T20,South Africa|India,2022-09-28,Thiruvananthapuram,"Greenfield International Stadium, Thiruvananthapuram",True,2,229
1140069,T20,Pakistan|West Indies,2018-04-01,Karachi,National Stadium,True,2,209
1267324,T20,Pakistan|West Indies,2021-07-04,North Sound,"Sir Vivian Richards Stadium, North Sound, Antigua",True,2,246
1321477,T20,Uganda|Jersey,2022-07-15,Bulawayo,"Queens Sports Club, Bulawayo",True,2,245
742617,T20,New Zealand|Pakistan,2014-12-04,,Dubai International Cricket Stadium,True,2,242
1184263,T20,Botswana|Nigeria,2019-05-21,Kampala,Lugogo Cricket Oval,True,2,246
1462886,T20,Suriname|Brazil,2024-12-08,Buenos Aires,"St Albans Club, Buenos Aires",True,2,241
1345096,T20,Pakistan|Australia,2023-01-26,Hobart,"Bellerive Oval, Hobart",True,2,203
1153859,T20,New Zealand|India,2019-02-08,Auckland,Eden Park,True,2,242
1439829,T20,Belgium|Serbia,2024-07-12,Krefeld,Bayer Uerdingen Cricket Ground,True,2,189
1286677,T20,Bermuda|Bahamas,2021-11-10,Coolidge,"Coolidge Cricket Ground, Antigua",True,2,252
1367722,T20,Portugal|Gibraltar,2023-04-10,Albergaria,Santarem Cricket Ground,True,2,230
1428743,T20,Mexico|Costa Rica,2024-04-12,Guacima,Los Reyes Polo Club,True,2,235
1348325,T20,Ireland|Zimbabwe,2023-01-15,Harare,Harare Sports Club,True,2,242
1349131,T20,Rwanda|Tanzania,2022-12-16,Kigali City,"Gahanga International Cricket Stadium, Rwanda",True,2,186
1450765,T20,Tanzania|Malawi,2024-09-26,Dar-es-Salaam,"Gymkhana Club Ground, Dar-es-Salaam",True,2,247
951405,T20,Australia|Ireland,2016-03-26,Delhi,Feroz Shah Kotla,True,2,206
1395012,T20,Brazil|Argentina,2023-09-07,Los Angeles,"Woodley Cricket Field, Los Angeles",True,2,213
1318377,T20,Tanzania|Botswana,2022-06-10,Kigali City,Integrated Polytechnic Regional Centre,True,2,227
401076,T20,West Indies|Bangladesh,2009-08-02,St Kitts,"Warner Park, Basseterre",True,2,230
1370790,T20,Finland|Norway,2023-05-20,Copenhagen,"Solvangs Park, Glostrup",True,2,183
1400984,T20,Ghana|Nigeria,2023-10-11,Lagos,"Tafawa Balewa Square Cricket Oval, Lagos",True,2,240
1199506,T20,Kenya|Scotland,2019-10-19,Dubai,ICC Academy Ground No 2,True,2,248
1407867,T20,Nepal|Hong Kong,2023-11-16,Wong Nai Chung Gap,Hong Kong Cricket Club,True,2,165
1376121,T20,Nepal|Malaysia,2023-05-29,Bangi,"YSD-UKM Cricket Oval, Bangi",True,2,198
1463666,T20,Oman|Kuwait,2024-12-20,Dubai,"ICC Academy, Dubai",True,2,244
249227,T20,Australia|England,2007-01-09,,Sydney Cricket Ground,True,2,249
1425653,T20,United States of America|Thailand,2024-05-01,Abu Dhabi,"Zayed Cricket Stadium, Abu Dhabi",True,2,175
1446764,T20,Canada|Netherlands,2024-08-26,Utrecht,"Sportpark Maarschalkerweerd, Utrecht",True,2,252
1435635,T20,Kenya|Uganda,2024-06-04,Kigali City,"Gahanga B Ground, Rwanda",True,2,202
1199504,T20,Jersey|Nigeria,2019-10-19,Abu Dhabi,Sheikh Zayed Stadium,True,2,251
1449027,T20,Namibia|Zimbabwe,2024-09-14,Windhoek,"Wanderers Cricket Ground, Windhoek",True,2,249
1442988,T20,Sri Lanka|India,2024-07-28,Kandy,Pallekele International Cricket Stadium,True,2,168
1459382,T20,Ivory Coast|Botswana,2024-11-26,Abuja,"Nigeria Cricket Federation Oval 2, Abuja",True,2,85
478279,T20,Pakistan|South Africa,2010-10-26,Abu Dhabi,Sheikh Zayed Stadium,True,2,239
1430812,T20,Ireland|Sri Lanka,2024-08-11,Dublin,"Pembroke Cricket Club, Sandymount, Dublin",True,2,228
1419912,T20,Bahrain|Qatar,2024-02-10,Kuala Lumpur,"Royal Selangor Club, Kuala Lumpur",True,2,179
1339618,T20,Pakistan|New Zealand,2023-04-24,Rawalpindi,Rawalpindi Cricket Stadium,True,2,247
1361775,T20,Malaysia|Hong Kong,2023-03-11,Mong Kok,"Mission Road Ground, Mong Kok, Hong Kong",True,2,239
1383095,T20,Papua New Guinea|Vanuatu,2023-07-26,Port Moresby,"Amini Park, Port Moresby",True,2,249
1320982,T20,Belgium|Portugal,2022-07-02,Waterloo,"Royal Brussels Cricket Club Ground, Waterloo",True,2,218
361660,T20,Pakistan|Sri Lanka,2008-10-13,King City,Maple Leaf North-West Ground,True,2,251
1438078,T20,Estonia|Cyprus,2024-06-18,Episkopi,Happy Valley Ground,True,2,243
1197247,T20,China|Hong Kong,2019-09-19,Incheon,Yeonhui Cricket Ground,True,2,249
1283094,T20,Nigeria|Sierra Leone,2021-10-26,Lagos,University of Lagos Cricket Oval,True,2,262
1126724,T20,South Africa|New Zealand,2018-06-28,Bristol,County Ground,True,2,224
1336979,T20,Japan|Hong Kong,2022-10-27,Osaka,Kaizuka Cricket Ground,True,2,223
1426454,T20,Namibia|Oman,2024-04-07,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),True,2,245
1274606,T20,France|Scotland,2021-08-30,Murcia,La Manga Club Bottom Ground,True,2,126
1318358,T20,Sweden|Germany,2022-06-09,Krefeld,Bayer Uerdingen Cricket Ground,True,2,231
1321276,T20,Isle of Man|Turkey,2022-07-18,Kerava,Kerava National Cricket Ground,True,2,246
1298174,T20,Netherlands|South Africa,2022-11-06,Adelaide,Adelaide Oval,True,2,248
1450776,T20,Indonesia|Philippines,2024-10-04,Incheon,"Yeonhui Cricket Ground, Incheon",True,2,253
1371605,T20,Bangladesh|Sri Lanka,2023-05-11,Colombo,"Sinhalese Sports Club Ground, Colombo",True,2,232
1310181,T20,Bulgaria|Romania,2022-05-13,Marsa,Marsa Sports Club,True,2,219
1383068,T20,Austria|Jersey,2023-07-20,Edinburgh,"Grange Cricket Club Ground, Raeburn Place, Edinburgh",True,2,183
1275044,T20,Kenya|Uganda,2021-09-10,Entebbe,Entebbe Cricket Oval,True,2,244
1426832,T20,Ireland|Pakistan,2024-05-14,Dublin,"Castle Avenue, Dublin",True,2,234
1383091,T20,Japan|Vanuatu,2023-07-23,Port Moresby,"Amini Park, Port Moresby",True,2,250
1447496,T20,Mongolia|Malaysia,2024-09-09,Bangi,"YSD-UKM Cricket Oval, Bangi",True,2,122
693437,T20,England|South Africa,2014-09-07,Birmingham,Edgbaston,True,2,246
930573,T20,United Arab Emirates|Oman,2015-11-22,Abu Dhabi,Sheikh Zayed Stadium,True,2,233
1320196,T20,Qatar|Malaysia,2022-06-18,Bangi,"UKM-YSD Cricket Oval, Bangi",True,2,207
1187019,T20,India|West Indies,2019-12-08,Thiruvananthapuram,Greenfield International Stadium,True,2,247
1344508,T20,Thailand|Netherlands,2022-11-30,Chiang Mai,Royal Chiangmai Golf Club,True,2,254
661695,T20,New Zealand|West Indies,2014-01-11,Auckland,Eden Park,True,2,249
1462880,T20,Mexico|Brazil,2024-12-07,Buenos Aires,"Hurlingham Club Ground, Buenos Aires",True,2,216
1379580,T20,Botswana|Kenya,2023-06-11,Nairobi,"Gymkhana Club Ground, Nairobi",True,2,189
1172911,T20,Kuwait|Malaysia,2019-02-18,Bangkok,Asian Institute of Technology Ground,True,2,260
1439821,T20,Jersey|Belgium,2024-07-10,Krefeld,Bayer Uerdingen Cricket Ground,True,2,250
565811,T20,India|England,2012-12-22,Mumbai,Wankhede Stadium,True,2,249
1419911,T20,Japan|Oman,2024-02-10,Bangi,"YSD-UKM Cricket Oval, Bangi",True,2,273
1468724,T20,Netherlands|Nepal,2025-01-30,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",True,2,255
1298140,T20,Sri Lanka|United Arab Emirates,2022-10-18,Geelong,"GMHBA Stadium, South Geelong, Victoria",True,2,227
1462906,T20,Bermuda|Bahamas,2024-12-15,Buenos Aires,"Belgrano Athletic Club Ground, Buenos Aires",True,2,248
1187006,T20,India|South Africa,2019-09-22,Bengaluru,M.Chinnaswamy Stadium,True,2,231
1450764,T20,Lesotho|Cameroon,2024-09-26,Dar-es-Salaam,University of Dar-es-Salaam Ground,True,2,122
1339208,T20,Germany|Spain,2022-11-05,Almeria,"Desert Springs Cricket Ground, Almeria",True,2,241
1407092,T20,Nigeria|Kenya,2023-11-23,Windhoek,"United Cricket Club Ground, Windhoek",True,2,246
1279386,T20,Estonia|Isle of Man,2021-10-08,Episkopi,Happy Valley Ground,True,2,160
1415718,T20,West Indies|Uganda,2024-06-08,Providence,"Providence Stadium, Guyana",True,2,201
1274595,T20,Netherlands|Scotland,2021-08-26,Murcia,La Manga Club Top Ground,True,2,227
1400037,T20,United Arab Emirates|Namibia,2023-09-27,Dubai,Dubai International Cricket Stadium,True,2,237
1378017,T20,France|Jersey,2023-06-01,St Clement,"FB Fields, St Clement",True,2,260
718467,T20,Bangladesh|Ireland,2014-04-03,,Sylhet Stadium,True,2,247
659547,T20,Zimbabwe|Pakistan,2013-08-24,,Harare Sports Club,True,2,249
1273721,T20,Oman|Scotland,2021-10-21,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1),True,2,228
1119502,T20,India|Australia,2017-10-10,Guwahati,Barsapara Cricket Stadium,True,2,220
1329250,T20,United States of America|United Arab Emirates,2022-09-13,Dubai,"ICC Academy, Dubai",True,2,253
1471822,T20,Bahrain|Indonesia,2025-02-19,Bali,Udayana Cricket Ground,True,2,241
1429628,T20,Mozambique|Botswana,2024-04-23,Gaborone,"Botswana Cricket Association Oval 1, Gaborone",True,2,213
1451294,T20,Greece|Spain,2024-09-22,Corfu,"Marina Ground, Corfu",True,2,229
914221,T20,New Zealand|Pakistan,2016-01-15,Auckland,Eden Park,True,2,246
1387947,T20,Greece|Romania,2023-08-05,Ilfov County,"Moara Vlasiei Cricket Ground, Ilfov County",True,2,246
531982,T20,Bangladesh|West Indies,2011-10-11,Mirpur,Shere Bangla National Stadium,True,2,248
1273750,T20,South Africa|England,2021-11-06,Sharjah,Sharjah Cricket Stadium,True,2,247
1426468,T20,Kuwait|Bahrain,2024-04-15,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),True,2,186
1383070,T20,Scotland|Germany,2023-07-20,Edinburgh,"Goldenacre, Edinburgh",True,2,198
1426760,T20,India|United Arab Emirates,2024-07-21,Dambulla,Rangiri Dambulla International Stadium,True,2,250
1150539,T20,Bangladesh|England,2018-11-12,St Lucia,"Daren Sammy National Cricket Stadium, Gros Islet",True,2,180
966735,T20,Hong Kong|Oman,2016-02-19,Fatullah,Khan Shaheb Osman Ali Stadium,True,2,241
1450757,T20,Ghana|Lesotho,2024-09-24,Dar-es-Salaam,University of Dar-es-Salaam Ground,True,2,260
1450767,T20,Japan|Philippines,2024-09-26,Incheon,"Yeonhui Cricket Ground, Incheon",True,2,175
1422811,T20,Malaysia|Bahrain,2024-03-07,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",True,2,225
1349387,T20,Malaysia|Qatar,2022-12-21,Bangi,"UKM-YSD Cricket Oval, Bangi",True,1,47
1199548,T20,Ireland|Namibia,2019-11-02,Dubai,Dubai International Cricket Stadium,True,2,228
1263572,T20,England|Australia,2022-01-20,Adelaide,Adelaide Oval,True,2,232
1407107,T20,Zimbabwe|Kenya,2023-11-30,Windhoek,"United Cricket Club Ground, Windhoek",True,2,250
1453924,T20,Rwanda|Seychelles,2024-10-24,Nairobi,"Ruaraka Sports Club Ground, Nairobi",True,2,254
1443785,T20,Malta|Estonia,2024-08-27,Port  Soif,"Guernsey Rovers Athletic Club Ground, Port Soif",True,2,255
1173066,T20,Pakistan|Thailand,2020-03-03,Sydney,Sydney Showground Stadium,True,1,125
1279380,T20,Estonia|Cyprus,2021-10-05,Episkopi,Happy Valley Ground,True,2,220
1447497,T20,Hong Kong|Kuwait,2024-09-09,Bangi,"YSD-UKM Cricket Oval, Bangi",True,2,150
1443543,T20,New Zealand|Sri Lanka,2024-12-28,Mount Maunganui,"Bay Oval, Mount Maunganui",True,2,250
1273416,T20,South Africa|West Indies,2021-09-02,North Sound,"Sir Vivian Richards Stadium, North Sound, Antigua",True,2,245
1339209,T20,Spain|Germany,2022-11-06,Almeria,"Desert Springs Cricket Ground, Almeria",True,2,252
1321281,T20,Austria|Luxembourg,2022-07-24,Vantaa,Tikkurila Cricket Ground,True,2,225
1007657,T20,Zimbabwe|India,2016-06-20,,Harare Sports Club,True,2,207
1273752,T20,Pakistan|Scotland,2021-11-07,Sharjah,Sharjah Cricket Stadium,True,2,257
962023,T20,Ireland|Bangladesh,2016-09-05,Londonderry,"Bready Cricket Club, Magheramason",True,2,122
951385,T20,Australia|South Africa,2016-03-18,Nagpur,"Vidarbha Cricket Association Stadium, Jamtha",True,2,233
1177484,T20,United Arab Emirates|United States of America,2019-03-15,Dubai,ICC Academy,True,2,115
1407718,T20,Indonesia|Cambodia,2023-11-22,Bali,Udayana Cricket Ground,True,2,243
1296032,T20,Scotland|Kenya,2022-01-22,Kuala Lumpur,"Kinrara Academy Oval, Kuala Lumpur",True,2,100
1391337,T20,Romania|Malta,2023-08-20,Ilfov County,"Moara Vlasiei Cricket Ground, Ilfov County",True,2,260
1303307,T20,Ireland|India,2022-06-26,Dublin,"The Village, Malahide, Dublin",True,2,139
533297,T20,Australia|West Indies,2012-10-05,Colombo,R Premadasa Stadium,True,2,226
1272094,T20,Bangladesh|New Zealand,2021-09-03,Dhaka,"Shere Bangla National Stadium, Mirpur",True,2,245
1133823,T20,Bangladesh|India,2018-03-18,Colombo,"R.Premadasa Stadium, Khettarama",True,2,246
1436473,T20,France|Isle of Man,2024-06-09,Spinaceto,Roma Cricket Ground,True,2,254
1183546,T20,England|India,2020-02-07,Melbourne,Junction Oval,True,2,236
1415717,T20,Australia|England,2024-06-08,Bridgetown,"Kensington Oval, Bridgetown, Barbados",True,2,251
1306389,T20,Bahrain|Saudi Arabia,2022-03-22,Al Amarat,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2),True,2,292
1257951,T20,Nepal|Netherlands,2021-04-24,Kirtipur,"Tribhuvan University International Cricket Ground, Kirtipur",True,2,239
1400987,T20,Nigeria|Sierra Leone,2023-10-12,Lagos,"Tafawa Balewa Square Cricket Oval, Lagos",True,2,220
1089202,T20,United Arab Emirates|Papua New Guinea,2017-04-12,Abu Dhabi,Sheikh Zayed Stadium,True,2,206
1158073,T20,West Indies|England,2019-03-10,Basseterre,"Warner Park, St Kitts",True,2,143
1142501,T20,Netherlands|Ireland,2018-06-12,Rotterdam,Hazelaarweg,True,2,250
439505,T20,Ireland|Scotland,2010-02-11,,Dubai International Cricket Stadium,True,2,236
1450827,T20,Nepal|Oman,2024-10-02,King City,"Maple Leaf North-West Ground, King City",True,2,238
1419936,T20,United Arab Emirates|Malaysia,2024-02-18,Kuala Lumpur,"Bayuemas Oval, Kuala Lumpur",True,2,249
1215136,T20,Malaysia|Hong Kong,2020-02-20,Kuala Lumpur,Kinrara Academy Oval,True,2,157
1229205,T20,Germany|Austria,2020-08-13,Lower Austria,Seebarn Cricket Centre,True,2,228
1439895,T20,India|Bangladesh,2024-10-12,Hyderabad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",True,2,253
1432436,T20,Sri Lanka|New Zealand,2024-10-12,Sharjah,Sharjah Cricket Stadium,True,2,234
1367733,T20,Malta|Portugal,2023-05-06,Gibraltar,Europa Sports Complex,True,2,230
1450819,T20,United States of America|Namibia,2024-10-01,Windhoek,"Wanderers Cricket Ground, Windhoek",True,2,249
1418176,T20,Myanmar|Cambodia,2024-01-27,Bangkok,"Terdthai Cricket Ground, Bangkok",True,2,186
1321277,T20,Serbia|Croatia,2022-07-19,Vantaa,Tikkurila Cricket Ground,True,2,240
1399142,T20,Maldives|Qatar,2023-10-01,Doha,"West End Park International Cricket Stadium, Doha",True,2,190
1208347,T20,England|Pakistan,2019-12-17,Kuala Lumpur,Kinrara Academy Oval,True,2,237
1173060,T20,Bangladesh|New Zealand,2020-02-29,Melbourne,Junction Oval,True,2,237
1283045,T20,Sierra Leone|Tanzania,2021-11-03,Kigali City,Gahanga International Cricket Stadium. Rwanda,True,2,199
1343750,T20,Rwanda|Kenya,2022-11-20,Kigali City,Gahanga International Cricket Stadium. Rwanda,True,2,198
1321290,T20,Switzerland|Estonia,2022-07-27,Kerava,Kerava National Cricket Ground,True,2,252
523736,T20,Zimbabwe|Pakistan,2011-09-18,,Harare Sports Club,True,2,247
1273147,T20,Sweden|Finland,2021-08-21,Kerava,Kerava National Cricket Ground,True,2,244
1282745,T20,Germany|Jersey,2021-10-19,Almeria,"Desert Springs Cricket Ground, Almeria",True,2,228
287855,T20,Pakistan|Scotland,2007-09-12,Durban,Kingsmead,True,2,249
